node1,node2,label
"SAKAI, S","MINNITI, D",0
"HOOFT, FVD","PHENGCHAMNAN, S",0
"CARTERLEWIS, DA","PEROLA, GC",0
"CARLBERG, RG","MAIA, MAG",0
"PIZZELLA, A","STROHMAYER, T",0
"LAGET, M","ZAMBONI, A",0
"BELLONI, T","BARTHELMY, SD",0
"DINERSTEIN, H","ASHBY, MLN",0
"MARGON, B","CANNON, R",0
"BOHRINGER, H","ZHAO, P",0
"GUERN, JA","GREGG, M",0
"COUCH, WJ","TANVIR, N",0
"HJORTH, J","FLORES, RA",1
"HAARDT, F","KOLLGAARD, RI",0
"VITTORIO, N","KOWITT, MS",0
"BASSANI, L","KELSON, D",0
"SOFIANOS, SA","PENKOV, FM",0
"GUARNIERI, A","FRASCATI, E",0
"SILK, J","REID, IN",0
"BARTH, AJ","CIARDULLO, R",0
"WOLF, C","PHLEPS, S",1
"CHIABERGE, M","BUCKLEY, JH",0
"ZAROUBI, S","BULLOCK, JS",0
"ALVES, D","RONEN, S",0
"BROCK, M","CONNAUGHTON, V",0
"HEISE, J","TURNER, SE",0
"SHAYA, EJ","LILLY, S",0
"BRUZUAL, G","GOLENETSKII, SV",0
"FREEMAN, KC","HAYAMI, Y",0
"TAMURA, T","RATTENBURY, NJ",0
"HIRAYAMA, M","ROTS, AH",0
"SHAFER, RA","BANDAY, A",0
"VIETRI, M","FERGUSON, H",0
"MATTHEWS, K","KLIS, MVD",0
"STURM, E","WERF, PVD",0
"RYDER, SD","TSVETANOV, Z",0
"VALLE, MD","SPARKS, W",0
"KENNICUTT, RC","WILKES, BJ",0
"ROETTIGER, K","BHAVSAR, SP",0
"SMAIL, I","SPYROMILIO, J",0
"MATSUOKA, M","GILLI, R",0
"FABIAN, A","SEREGO, SD",0
"BARGER, AJ","PRICE, I",0
"CHAKRABARTY, D","MORGAN, E",0
"PALAZZI, E","TOSTI, G",0
"DICKINSON, ME","ZIRM, A",0
"AXELROD, TS","DANN, J",0
"DAW, E","GOLUBEV, N",1
"NOWAK, MA","MARSHALL, FE",0
"EALES, SA","STERN, SERD",0
"ELLIS, RS","KIM, MY",1
"WHITE, SDM","EFSTATHIOU, A",0
"DJORGOVSKI, SG","GIARRUSSO, S",0
"HAKALA, P","IANNA, P",0
"SCHOMMER, RA","MICHAEL, E",0
"LAKE, G","STERLING, T",1
"COLLESS, M","IANNA, P",0
"ZAMORANI, G","LANZONI, B",0
"JONES, DHP","CASTANDER, FJ",0
"BANDAY, AJ","HOFFMAN, Y",0
"KING, DL","DAVIES, JK",0
"GRINDLAY, JE","PURCELL, W",1
"CLINE, T","PRUGNA, FD",1
"L, ME","I, B",1
"ARNAUD, KA","JOHNSTONE, RM",1
"LEIBUNDGUT, B","DADINA, M",0
"PURCELL, W","QUINN, J",0
"FALCKE, H","ACHTERMANN, JM",0
"MATSUBARA, T","SZALAY, AS",1
"HERMSEN, W","GOODMAN, JA",0
"MATEO, M","WELLS, LA",0
"OHSAKI, T","NAMIKI, M",0
"SUNTZEFF, N","PARK, H",0
"ELSTON, R","MOUSTAKAS, LA",0
"BERTOLDI, F","DUNLOP, J",1
"HJORTH, J","HUNT, LK",0
"BOLTE, M","REID, IN",0
"ABEL, T","WARREN, MS",0
"BLAIN, AW","BLAIN, A",0
"PIRAN, T","TOBIAS, M",0
"STETSON, P","HERGENROTHER, C",0
"MASSARO, E","TAMBURELLI, F",0
"SILVERBERG, RF","MILLER, K",0
"BEUERMANN, K","BUONANNO, R",0
"KRISCIUNAS, K","CARROLL, SM",0
"TAGLIAFERRI, G","WILDT, PD",0
"BACHILLER, R","BARLOW, MJ",0
"LANDIS, DA","BUTTERWORTH, PS",0
"TERLEVICH, R","PEACOCK, J",1
"GEBHARDT, K","BARVAINIS, R",1
"KRISHNAKUMAR, V","KOSOVICHEV, AG",0
"PARMAR, AN","MASSARO, E",0
"SAITO, T","SUZUKI, R",0
"FERGUSON, DH","PIAN, E",0
"GREEN, KD","BRESLIN, WCAC",0
"CARTER, BS","DAZELEY, SA",0
"HOGAN, C","TONRY, JL",0
"FIORE, F","BERGERON, LE",0
"PETERSON, BA","YOSHIKOSHI, T",0
"SUNTZEFF, NB","WAKKER, BP",0
"DANESE, L","JENNESS, T",0
"BARRET, D","LAMARRE, JM",0
"EVRARD, AE","BOUCHET, FR",0
"SOBCZYNSKA, D","DELCHINI, H",0
"BUONANNO, R","BUDINI, G",0
"TANVIR, N","TESSERI, A",0
"COHEN, JG","RIESS, AG",0
"TANVIR, N","MILEY, GK",0
"FISHMAN, G","CASTROTIRADO, AJ",0
"SAWICKI, M","EVANS, A",1
"MACCARONE, C","ESPINOSA, JMR",0
"SKILLMAN, ED","MADORE, BF",0
"ZOTTI, GD","PANUZZO, P",1
"BARRET, D","YU, W",1
"PIRO, L","MULLER, J",1
"BLOOM, JS","WEBSTER, RL",0
"HOOK, IM","KIRSHNER, RP",0
"PANTANO, O","CHAVEZ, M",1
"RUBIN, BC","PAULUMBO, GGC",0
"BELLONI, T","KOMMERS, JM",1
"GUERN, J","SATO, H",0
"OSTRIKER, JP","BROMLEY, BC",0
"EDELSON, RA","BOCHKAREV, NG",0
"SCHACHTER, JF","QUINN, J",0
"BARCONS, X","CUSUMANO, G",0
"CAROLLO, CM","FISHER, D",0
"DOMINGUEZ, I","HANSEN, B",0
"SUZUKI, A","DICKINSON, JE",0
"LEITCH, EM","MYERS, ST",1
"STONE, JM","PICHARDO, B",0
"MANDOLESI, N","VILLA, F",1
"SMITH, P","SNYDER, JA",0
"BRIGGS, M","ZHANG, N",0
"HAKALA, P","WHEATLEY, PJ",0
"HARWIT, M","CONSORTIUM, TE",0
"OSORIO, MRZ","NEUHAEUSER, R",0
"GRANDI, P","BURDETT, A",0
"GROOM, D","GIANNUZZO, E",0
"LAYDEN, A","BOHEC, SL",0
"FIUME, DD","SAHU, K",0
"TOMIDA, H","WATANABE, K",0
"SAITO, T","NOZAKI, M",0
"KRISTEN, H","ROSA, AD",0
"MATSUOKA, M","OFLAHERTY, KS",0
"KOVO, O","THOMSON, S",0
"THORSETT, SE","ABLES, E",0
"WEBB, JK","KURUCZ, RL",0
"GIRARD, TA","CRESWICK, RJ",0
"BARTH, A","HOOPER, E",1
"URRY, CM","HALL, TA",0
"ERACLEOUS, M","COSTA, E",0
"KASPI, VM","WILMS, J",0
"COTE, P","TREFFERS, RR",0
"FRUCHTER, AS","BASU, A",0
"HOGAN, C","YOUNG, TR",0
"MALKAN, M","LARKIN, JE",0
"KOERNER, D","LABANTI, C",0
"MILLARD, J","WAGONER, R",1
"POLS, OR","HAN, Z",1
"CRARY, DJ","LEWIS, IJ",0
"IRWIN, M","NUNES, NJ",1
"BLUMENTHAL, G","ZAND, JJMIT",0
"SMOOT, GF","CRILL, BP",1
"ETCHEGOYEN, A","LIOLIOS, A",0
"SCHNEIDER, DP","MUNN, JA",1
"MONTANARI, E","CAMPBELL, R",0
"STETSON, PB","KRIST, JE",0
"KII, T","FABIAN, A",0
"LU, L","MCINTOSH, DH",0
"UGARTE, P","WELLS, L",0
"FRANX, M","MOULD, J",0
"BALUCINSKACHURCH, M","AWAKI, H",0
"NAKAMURA, T","LAPIDUS, I",0
"COLLESS, M","CHARLES, PA",0
"COLBERT, EJM","MACCHETTO, FD",0
"CHAMBERS, KC","MCCARTHY, P",0
"RUHL, JE","BERNARD, JP",0
"PARMAR, A","TOMMASI, L",0
"ALVES, DR","RODGERS, A",0
"NAVARRETE, M","BREWER, J",0
"HO, LC","DYK, SDV",1
"MORIARTYSCHIEVEN, GH","PEARSON, TJ",0
"CHIAPPETTI, L","POLCARO, VF",0
"MA, F","DENG, ZG",0
"MATTEUCCI, F","CHINCARINI, G",0
"TITOV, VB","CHERNENKOV, VN",0
"WALTMAN, EB","COE, MJ",0
"VIETRI, M","GHIGO, M",0
"PATTERSON, JR","BALSANO, R",0
"MAZA, J","REST, A",0
"REMILLARD, RA","JR, TWM",1
"COLPI, M","BALBERG, S",0
"XU, W","KLEIN, U",0
"TAGLIANI, A","NEUMANN, D",0
"MATTOX, JR","SILLANPAA, A",0
"SUZUKI, A","KUSHIDA, J",0
"WU, H","THUAN, TX",0
"FRANCA, FL","TORRONI, V",0
"CONNORS, A","ANTONELLI, LA",0
"PANAGIA, N","SCUDERI, S",1
"MONACO, P","CERIANI, L",0
"HONDA, M","T, MH",1
"MAESANO, M","IN, TBP",0
"FESEN, RA","MICHAEL, E",0
"BERGERON, LE","HIPPELEIN, H",0
"LU, L","HILL, GJ",0
"CROUCH, A","DANIEL, A",0
"BREWER, J","PIERSIMONI, A",0
"DENG, M","LIPKIN, Y",0
"ZAND, JIT","KEDZIORACHUDCZER, MJL",0
"BEAULIEU, SF","DEMELLO, DF",0
"FREEMAN, KC","KISSLERPATIG, M",0
"PALUMBO, GGC","DEAN, AJ",1
"HERGENROTHER, C","ILLINGWORTH, G",0
"SMAIL, I","DANZIGER, IJ",0
"PARMAR, A","TREVES, LMA",0
"GIOMMI, P","HABERL, F",0
"PETERSON, BA","PRIEDHORSKY, W",0
"EATON, N","MARIANI, S",0
"GIRARDI, M","ESCALERA, E",1
"TELLES, E","THOMPSON, IB",0
"BAUGH, CM","PEARCE, FR",1
"KOUVELIOTOU, C","YADIGAROGLU, IA",0
"WILLOTT, CJ","FIUME, PSDD",0
"BRUNNER, H","BRIEL, U",0
"DOKKUM, PGV","WOLF, C",0
"KRICHBAUM, TP","MANTOVANI, F",0
"TAVANI, M","CELIDONIO, G",0
"VALENTINE, H","CARRASCO, E",0
"ELBAZ, D","QUENBY, JJ",0
"HJORTH, J","TEUBER, J",1
"EDGE, AC","MAUROGORDATO, S",0
"NETZER, H","REID, M",0
"SARI, R","TURNER, A",0
"FIUME, DD","GIARRUSSO, S",1
"KNAPEN, JH","MOORWOOD, AFM",1
"CASTANDER, FJ","CAILLAUD, B",0
"LIDMAN, C","SOLI, L",0
"SUNTZEFF, NB","NOMOTO, K",1
"GABI, S","SHARPLES, BMPRM",0
"MAZZOLENI, F","MAKAROV, VV",0
"ISRAEL, GL","SEMBROSKI, GH",0
"TINNEY, C","KORIBALSKI, BS",0
"GARNAVICH, P","EICHELBERGER, AC",0
"NEUMANN, DM","TAYLOR, K",0
"TAYLOR, GB","FERETTI, L",1
"ULMER, MP","WILLIAMS, OR",0
"BULIAN, N","GONZALEZ, JC",0
"BURDETT, AM","GILLANDERS, GH",1
"GRINDLAY, J","AWAKI, H",0
"GIOVANELLI, R","ERBEN, T",0
"WELCH, DL","HARA, T",0
"SAHA, P","SCHMOLDT, IM",1
"JOHNSON, C","KOHLMEYER, B",0
"HALPERN, J","KOPYLOV, AI",0
"CAMPANELLI, M","DRAMLITSCH, T",0
"LEHTO, HJ","DEUSTUA, S",0
"FANELLI, MA","DANFORTH, CW",0
"EVRARD, AE","STEBBINS, A",0
"TAYLOR, GB","ZHANG, SN",0
"BELLONI, T","BREUGEL, WV",0
"FISHMAN, G","FINDLEY, J",0
"MALKAN, MA","ZAND, JI",0
"CALDWELL, N","SCHOMMER, R",0
"FRANSSON, C","YADIGAROGLU, IA",0
"SHIOMI, A","SATO, S",0
"FINK, HH","LEE, JC",0
"HAMILTON, D","CHIEFFI, A",0
"PHILLIPS, MM","KIPPEN, M",0
"BRANCHINI, E","BODE, P",0
"WIJERS, RAMJ","PARK, H",0
"RAMAPRAKASH, AN","BERGER, E",0
"THIELEMANN, FMF","MATSUYAMA, T",0
"CAMPOS, A","THIEBERGER, R",0
"ROBERTS, MD","OSCOZ, A",0
"WILLMER, CNA","BERNARDI, M",1
"GRIFFITHS, RE","EKERS, RD",0
"MANNHEIM, K","BARTHELMY, S",0
"JEON, S","MCLERRAN, L",1
"KIRSHNER, RP","WHEELER, J",0
"GUERRERO, MA","ARNABOLDI, M",1
"FRYE, B","WUCKNITZ, O",0
"MACCARONE, GPTMC","REBECCHI, S",0
"GRIEST, K","SCHMIDT, BP",0
"MCMAHON, RG","RIX, HW",0
"TAMURA, T","BUDINI, G",0
"THOROLFSSON, A","ROGNVALDSSON, OE",1
"OFFENBERG, JD","FERRERASE, L",0
"HAINES, TJ","SHOUP, A",1
"MALHOTRA, S","PEACOCK, J",0
"HAARDT, F","MARSHALL, H",0
"SRINIVASAN, R","DUNLEA, S",0
"BRANDT, WN","ZAND, JI",0
"PIERRE, M","BRIDGES, TJ",0
"GEBALLE, TR","SAHI, M",0
"FRIED, JW","SOFFITA, P",0
"OWENS, A","DUNCAN, R",0
"MARLOW, DR","SNELLEN, I",0
"COMASTRI, A","ROSE, HJ",0
"SHINOZAKI, K","MINAGAWA, T",1
"URRY, CM","POUTANEN, J",0
"RIX, HW","MUNOZ, JA",1
"TANVIR, N","NORRIS, JP",0
"BENNETT, K","BARTHELMY, S",0
"GOULD, A","NONINO, M",0
"BRUZUAL, G","RENGSTORF, A",1
"ROSATI, P","OHASHI, T",0
"OUKBIR, J","RAMELLA, M",0
"LUND, N","TORRONI, V",0
"YAN, L","WU, X",0
"BECKER, RH","ISHIKAWA, F",0
"HALPERN, M","HANLEY, C",0
"BOHRINGER, H","PAGLIARO, A",0
"BAHCALL, J","EISENHARDT, P",0
"OKUMURA, K","BLOCK, CCDL",0
"PACIESAS, WS","TANAKA, Y",0
"LAZZATI, D","MARCONI, A",0
"KOTILAINEN, J","OSTENSEN, R",0
"ASCHENBACH, B","JERNIGAN, JG",0
"TUFTE, SL","PUCHALLA, J",0
"BALDWIN, JA","HAN, M",0
"MALOZZI, E","METZGER, M",0
"BECKER, RH","HAMUY, M",0
"UMEDA, H","FRAGILE, PC",0
"MORGAN, E","MAZZALI, P",0
"MURAKI, Y","LAZZAROTTO, F",0
"WANG, Z","SODERBERG, A",1
"ZAND, JJMIT","BIONTA, RM",0
"ERACLEOUS, M","TERASHIMA, Y",0
"CONNAUGHTON, V","CENTURION, M",0
"URRY, CM","ANTONUCCIODELOGU, V",0
"BERGERON, LE","WILLIAMS, OR",0
"SHLOSMAN, I","FOLTZ, CB",0
"ROTHSCHILD, RE","LEIBOWITZ, E",0
"PARADIJS, JV","BANDYOPADHYAY, R",0
"CUILLANDRE, JC","KRUSE, BJG",0
"YADIGAROGLU, IA","LARKIN, JE",0
"BLOOM, JS","KIPPEN, M",0
"TAKALO, L","SIMARD, L",0
"PARK, HS","MAZETS, EP",0
"MANMOTO, T","TAKIZAWA, M",0
"NAKAMURA, T","EKERS, RD",0
"MARZKE, RO","STIRPE, GM",0
"EBISAWA, K","KIKUCHI, K",0
"TAGLIAFERRI, G","SILLANPAA, A",0
"DICKINSON, M","BOHLIN, RC",0
"ELLIS, R","ELSON, RAW",0
"REACH, WT","COTTINGHAM, DA",0
"SUNYAEV, R","CLARET, A",0
"RAPISARDA, M","SOBRITO, G",0
"COLLABORATION, TH","PRAHL, J",0
"MAIA, MAG","FAIRALL, AP",1
"VIETRI, M","CREMONESI, D",0
"ENGEL, J","MEYER, BS",1
"QUINN, PJ","VANDERHEI, T",1
"LEHNER, MJ","TAKAHASHI, T",0
"KOSHUT, T","THOMSON, S",0
"SMALL, TA","ROWANROBINSON, M",0
"SAVELYEV, VV","USTYUGOVA, GV",0
"STUBBS, CW","BANKS, GD",0
"PENDLETON, G","KOUVELIOTOU, C",1
"GARCIA, MR","UMEDA, H",0
"DANZIGER, IJ","MULLER, JM",0
"MARSHALL, SL","DANN, J",0
"SAGHIRI, AA","BEUTELSPACHER, M",1
"SZALAY, AS","TOMANEY, A",0
"BRAECKELEER, LD","KOHLMEYER, B",0
"MANDOLESI, MBN","SERJEANT, S",0
"BURROWS, A","ALVES, D",0
"STROM, RG","SADLER, EM",0
"PEDICHINI, F","MILLER, R",0
"LOCHNER, JC","OWENS, A",0
"GRAHAM, JR","DOPITA, MA",0
"FEROCI, M","GALLI, MR",0
"GAIDOS, JA","GILLANDERS, GH",1
"DAVIES, JK","FREDERICS, D",0
"REICH, W","GROVE, JE",0
"KALUZNY, J","JAUNSEN, AO",0
"HIGDON, JL","APPLETON, CCPN",0
"BEAULIEU, SF","YOSHIDA, T",0
"PONMAN, TJ","CANAVEZES, A",0
"RIGOPOULOU, D","LEMKE, D",0
"GEBALLE, TR","ODEWAHN, SC",0
"POPOV, SB","RICCI, D",0
"MURAKAMI, T","PARKER, EL",0
"SIEBERT, J","HABERL, F",0
"LASOTA, JP","GOUSSARD, JO",0
"OLSEN, L","TIPHENE, D",0
"BILLER, S","BILLER, SD",0
"MCLEAN, B","CRUDDACE, R",0
"IRWIN, K","PENN, M",1
"RAPISARDA, M","MACCARONE, GPTMC",0
"GREINER, J","JERNIGAN, JG",0
"STROM, RG","SANTANGELO, A",0
"NISHIJIMA, K","TAMURA, T",1
"SCHULZ, B","BREEN, BM",1
"HASINGER, G","BUSSER, WBJU",0
"STROHMAYER, T","THOMPSON, C",1
"CONNOLLY, AJ","MAZURE, A",0
"STANFORD, SA","WILLIAMS, RE",0
"PEREZ, AM","SEITZ, T",0
"LISI, F","BASSANI, L",0
"GIBSON, BK","GARNAVICH, PM",0
"CHURCHILL, CW","SAXE, DH",0
"PREDEHL, P","FILIPOVIC, MD",0
"FISCHER, P","HURT, T",1
"CHARLES, PA","FRUCHTER, A",0
"BELL, JF","TAYLOR, JH",0
"MACCARONE, MC","ZHARIKOV, SV",0
"COCCIA, E","MCHUGH, MP",1
"LIVIO, M","HORNE, K",0
"WILSON, RB","HJELLMING, RM",0
"TONRY, J","COVARRUBIAS, R",0
"DAW, E","LAVEIGNE, J",1
"JOHNSON, WW","BLAIR, DG",1
"KASPI, V","DAMICO, N",1
"COBLE, K","WILSON, GW",1
"CILIEGI, P","BLAIN, A",0
"DANZIGER, J","PETRUCCI, PO",0
"REID, IN","LIDMAN, C",0
"HEWETT, PC","MOLLER, P",1
"MIYAJI, T","CARBALLO, R",0
"GROOT, PJ","KOPYLOV, AI",0
"SAKO, T","BIANCO, CL",0
"ZHANG, SN","NICKLAS, H",0
"BARTELMANN, M","PEARCE, FR",1
"MILEY, HS","PERUZZI, A",0
"WOOD, MA","ZUREK, DR",0
"EVRARD, AE","RATRA, B",0
"MARTINO, DD","ROBBA, NR",0
"BERGH, SVD","DEELEY, KE",0
"NOZAKI, M","OTOBA, M",1
"LIEBERT, J","LOVE, TE",0
"PENDLETON, GN","MARSDEN, D",0
"GROVE, JE","SILLANPAEAE, A",0
"SARGENT, WLW","ARAV, N",1
"GONZALEZ, JF","BEGAM, MC",1
"COSTA, GSD","HAMUY, M",0
"FUCHS, B","VRBA, FJ",0
"GARNAVICH, P","WAGONER, R",0
"SAKAI, S","MEADOWS, V",0
"WINTERS, JM","SCHERTL, D",0
"BLASI, F","SABAS, V",0
"KIRSHNER, RP","GREBEL, E",0
"WELCH, DL","YOCK, P",0
"YAQOOB, T","CARSON, M",0
"JAFFE, A","BOCK, J",0
"BELLAZZINI, M","CORSI, CE",0
"FERRIS, RH","DYK, SDV",0
"KUIPER, L","SASSEEN, T",0
"WILLIAMS, RJR","CANTO, J",0
"SMAIL, I","KUIPER, L",0
"POOLEY, G","GULL, T",0
"WALSH, JR","MARAN, SP",0
"BARCONS, X","ALTAN, H",1
"LAFOUX, H","STREITMATTER, R",0
"GHISELLINI, G","CAPETTI, A",1
"GIBSON, BK","ILLINGWORTH, GD",1
"FOCKENBROCK, R","MORELLI, E",0
"ILLINGWORTH, GD","EICHELBERGER, AC",0
"BARROW, JD","LEVIN, J",1
"VIGROUX, L","WATSON, D",0
"ELLIS, RS","BALOGH, ML",0
"BOYLE, BJ","CANALIZO, G",0
"WEYMANN, RJ","CHAFFEE, FH",1
"FERNANDEZ, J","LEMAIRE, JL",0
"BERNARD, JP","LEPELTIER, JP",1
"SAKURAZAWA, K","KOPYLOV, AI",0
"JANNUZI, BT","UNWIN, SC",0
"MALLET, I","MOLS, JP",0
"MOULD, JR","TRAN, K",0
"HOOFT, FVD","PAERELS, F",0
"SCHMIDT, GD","WILSON, AS",0
"PATTON, DR","SMITH, C",0
"NARAYAN, R","SANTANGELO, A",0
"BOYLE, BJ","FOX, DW",0
"TURNER, TJ","ZHANG, N",0
"MALKAN, MA","WARWICK, R",0
"ISRAEL, GL","PREITEMARTINEZ, A",0
"MEIER, DL","SCHILIZZI, RT",0
"TOSTI, G","SOBRITO, G",1
"CLOCCHIATTIA, A","PIATTI, AE",0
"LAHAV, O","BERSHADY, MA",0
"ALVES, D","FRONTERA, F",0
"WEINBERG, DH","AL, E",0
"MATTESON, JL","KUSUNOSE, M",0
"JANKA, HT","EBERL, T",1
"RHOADS, JE","BERK, DEV",1
"LAHAV, O","KEEBLE, O",0
"KHAVENSON, N","PELAEZ, F",0
"TAMURA, T","KUBOTA, A",0
"HOLLAND, S","JORGENSEN, HE",0
"MATHESON, T","CHORNOCK, R",1
"WOOD, JH","HASSALL, BJM",1
"BROTHERTON, MS","PUCHNAREWICZ, EM",0
"COSTA, E","OEGERLE, WR",0
"AISO, S","ODA, S",0
"IWAMOTO, K","HODGE, PW",0
"ULMER, M","BERSTEIN, G",0
"BOGAERT, G","PANDHARIPANDE, V",1
"HASHIMOTO, O","MITSCH, W",1
"LEE, B","BIONTA, RM",0
"GUAINAZZI, M","WYK, FV",0
"ZWAAN, MA","GROOT, PJ",0
"ULRICH, M","SAMORSKI, M",0
"HOUGH, JH","HENDEN, AA",0
"FILIPPENKO, AV","AUGUSTEIJN, T",0
"HUGHES, DH","PERCIVAL, WJ",0
"COX, P","BOSELLI, A",0
"CELOTTI, A","MALOZZI, E",0
"BECKER, RH","SPOONER, NJC",0
"TELTING, J","ADAMS, B",0
"WATASE, Y","QUINN, P",0
"LEVINE, A","GISLER, G",0
"M, G","QUEINNEC, F",0
"DICKINSON, M","BIANCO, CL",0
"MAZETS, E","PREST, M",0
"TANVIR, N","KNEIB, JP",0
"SANDQUIST, EL","IBATA, GGFRA",0
"WRIGHT, GFSEL","LINEWEAVER, CH",1
"RAUCH, M","BLANTON, M",0
"ARNAUD, M","PREDEHL, P",0
"GHIGNA, S","LAKE, TQG",0
"JHA, S","CARNEY, BW",0
"HOGG, DW","WILLNER, SP",0
"GROOM, DE","GALAMA, TJ",0
"KERKWIJK, MHV","GONZALEZ, JF",0
"TRUMPER, J","FIORE, F",0
"SPARKS, W","DRAKE, AJ",0
"FIORENTINI, G","CASSISI, S",0
"OTANI, C","YUAN, W",0
"MARANG, F","FRANCESCO, GD",0
"ARGUESO, F","VIELVA, P",0
